id_sensor,date_stamp,time_stamp,mini_volts,temperature,irradiance
0,150730,00:00:00,0.0,28.3980664383,0.0
0,150730,00:01:00,0.0,28.3980664383,0.0
0,150730,00:02:00,0.0,28.3980664383,0.0
0,150730,00:03:00,0.0,28.3980664383,0.0
0,150730,00:04:00,0.03125,28.3665920863,0.571696635446
0,150730,00:05:00,0.1015625,28.2721708006,1.85810163996
0,150730,00:06:00,0.0,28.3351180294,0.0
0,150730,00:07:00,0.0,28.3036442675,0.0
0,150730,00:08:00,0.0,28.3036442675,0.0
0,150730,00:09:00,0.0,28.3036442675,0.0
0,150730,00:10:00,0.0,28.2406976287,0.0
0,150730,00:11:00,0.0,28.2406976287,0.0
0,150730,00:12:00,0.0,28.1462798827,0.0
0,150730,00:13:00,0.0,28.2092247517,0.0
0,150730,00:14:00,0.0,28.1462798827,0.0
0,150730,00:15:00,0.0,28.1777521697,0.0
0,150730,00:16:00,0.0,28.1462798827,0.0
0,150730,00:17:00,0.0,28.1148078906,0.0
0,150730,00:18:00,0.0,28.020393684,0.0
0,150730,00:19:00,0.0,28.0518647913,0.0
0,150730,00:20:00,0.0,27.9889228716,0.0
0,150730,00:21:00,0.0,27.9574523542,0.0
0,150730,00:22:00,0.0,27.9259821317,0.0
0,150730,00:23:00,0.0,27.9259821317,0.0
0,150730,00:24:00,0.0,27.8630425712,0.0
0,150730,00:25:00,0.0,27.8315732334,0.0
0,150730,00:26:00,0.0,27.8001041903,0.0
0,150730,00:27:00,0.0,27.8315732334,0.0
0,150730,00:28:00,0.0,27.8001041903,0.0
0,150730,00:29:00,0.0,27.8630425712,0.0
0,150730,00:30:00,0.0,27.8630425712,0.0
0,150730,00:31:00,0.0,27.8315732334,0.0
0,150730,00:32:00,0.0,27.8630425712,0.0
0,150730,00:33:00,0.0,27.8630425712,0.0
0,150730,00:34:00,0.0,27.8630425712,0.0
0,150730,00:35:00,0.0,27.8630425712,0.0
0,150730,00:36:00,0.0,27.8001041903,0.0
0,150730,00:37:00,0.0,27.7686354422,0.0
0,150730,00:38:00,0.0,27.7686354422,0.0
0,150730,00:39:00,0.0,27.7686354422,0.0
0,150730,00:40:00,0.0,27.7371669889,0.0
0,150730,00:41:00,0.0,27.7056988304,0.0
0,150730,00:42:00,0.0,27.5798291448,0.0
0,150730,00:43:00,0.0,27.5798291448,0.0
0,150730,00:44:00,0.0,27.5798291448,0.0
0,150730,00:45:00,0.0,27.5168960709,0.0
0,150730,00:46:00,0.0,27.611296124,0.0
0,150730,00:47:00,0.0,27.6742309668,0.0
0,150730,00:48:00,0.0,27.642763398,0.0
0,150730,00:49:00,0.0,27.7056988304,0.0
0,150730,00:50:00,0.0,27.7371669889,0.0
0,150730,00:51:00,0.0,27.7371669889,0.0
0,150730,00:52:00,0.0,27.7056988304,0.0
0,150730,00:53:00,0.0,27.7686354422,0.0
0,150730,00:54:00,0.0,27.8001041903,0.0
0,150730,00:55:00,0.0,27.7371669889,0.0
0,150730,00:56:00,0.0,27.7056988304,0.0
0,150730,00:57:00,0.0,27.6742309668,0.0
0,150730,00:58:00,0.0,27.642763398,0.0
0,150730,00:59:00,0.0,27.611296124,0.0
0,150730,01:00:00,0.0,27.611296124,0.0
0,150730,01:01:00,0.0,27.5798291448,0.0
0,150730,01:02:00,0.0,27.611296124,0.0
0,150730,01:03:00,0.0,27.5483624605,0.0
0,150730,01:04:00,0.0,27.611296124,0.0
0,150730,01:05:00,0.0,27.611296124,0.0
0,150730,01:06:00,0.0,27.611296124,0.0
0,150730,01:07:00,0.0,27.5798291448,0.0
0,150730,01:08:00,0.0,27.5798291448,0.0
0,150730,01:09:00,0.0,27.642763398,0.0
0,150730,01:10:00,0.0,27.5798291448,0.0
0,150730,01:11:00,0.0,27.5798291448,0.0
0,150730,01:12:00,0.0,27.7056988304,0.0
0,150730,01:13:00,0.0,27.642763398,0.0
0,150730,01:14:00,0.0,27.6742309668,0.0
0,150730,01:15:00,0.0,27.6742309668,0.0
0,150730,01:16:00,0.0,27.611296124,0.0
0,150730,01:17:00,0.0,27.6742309668,0.0
0,150730,01:18:00,0.0,27.7056988304,0.0
0,150730,01:19:00,0.0,27.6742309668,0.0
0,150730,01:20:00,0.0,27.642763398,0.0
0,150730,01:21:00,0.0,27.7056988304,0.0
0,150730,01:22:00,0.0,27.6742309668,0.0
0,150730,01:23:00,0.0,27.611296124,0.0
0,150730,01:24:00,0.0,27.5798291448,0.0
0,150730,01:25:00,0.0,27.4854299761,0.0
0,150730,01:26:00,0.0,27.4854299761,0.0
0,150730,01:27:00,0.0,27.5483624605,0.0
0,150730,01:28:00,0.0,27.4539641761,0.0
0,150730,01:29:00,0.0,27.4539641761,0.0
0,150730,01:30:00,0.0,27.4539641761,0.0
0,150730,01:31:00,0.0,27.4224986709,0.0
0,150730,01:32:00,0.0,27.3910334604,0.0
0,150730,01:33:00,0.0,27.3595685447,0.0
0,150730,01:34:00,0.0,27.3281039237,0.0
0,150730,01:35:00,0.0,27.3595685447,0.0
0,150730,01:36:00,0.0,27.3910334604,0.0
0,150730,01:37:00,0.0,27.3910334604,0.0
0,150730,01:38:00,0.0,27.3281039237,0.0
0,150730,01:39:00,0.0,27.3595685447,0.0
0,150730,01:40:00,0.0,27.3281039237,0.0
0,150730,01:41:00,0.0,27.3281039237,0.0
0,150730,01:42:00,0.0,27.2966395974,0.0
0,150730,01:43:00,0.046875,27.2651755659,0.85801667599
0,150730,01:44:00,0.0,27.2966395974,0.0
0,150730,01:45:00,0.0,27.2651755659,0.0
0,150730,01:46:00,0.0,27.3281039237,0.0
0,150730,01:47:00,0.0234375,27.3281039237,0.428994855295
0,150730,01:48:00,0.0,27.4224986709,0.0
0,150730,01:49:00,0.0,27.4224986709,0.0
0,150730,01:50:00,0.0,27.4854299761,0.0
0,150730,01:51:00,0.0,27.4854299761,0.0
0,150730,01:52:00,0.0,27.4854299761,0.0
0,150730,01:53:00,0.0,27.5168960709,0.0
0,150730,01:54:00,0.0,27.5168960709,0.0
0,150730,01:55:00,0.0,27.5483624605,0.0
0,150730,01:56:00,0.0,27.5483624605,0.0
0,150730,01:57:00,0.0,27.5168960709,0.0
0,150730,01:58:00,0.0,27.4854299761,0.0
0,150730,01:59:00,0.0,27.5168960709,0.0
0,150730,02:00:00,0.0,27.611296124,0.0
0,150730,02:01:00,0.0,27.5798291448,0.0
0,150730,02:02:00,0.0,27.5798291448,0.0
0,150730,02:03:00,0.0,27.5798291448,0.0
0,150730,02:04:00,0.0,27.5168960709,0.0
0,150730,02:05:00,0.0,27.4539641761,0.0
0,150730,02:06:00,0.0,27.3910334604,0.0
0,150730,02:07:00,0.0,27.3595685447,0.0
0,150730,02:08:00,0.0,27.3281039237,0.0
0,150730,02:09:00,0.0,27.3281039237,0.0
0,150730,02:10:00,0.0,27.3910334604,0.0
0,150730,02:11:00,0.0,27.3910334604,0.0
0,150730,02:12:00,0.0,27.3281039237,0.0
0,150730,02:13:00,0.0,27.3281039237,0.0
0,150730,02:14:00,0.0,27.2966395974,0.0
0,150730,02:15:00,0.0,27.2966395974,0.0
0,150730,02:16:00,0.0,27.2966395974,0.0
0,150730,02:17:00,0.0,27.2966395974,0.0
0,150730,02:18:00,0.0,27.2337118291,0.0
0,150730,02:19:00,0.0,27.2966395974,0.0
0,150730,02:20:00,0.0,27.2651755659,0.0
0,150730,02:21:00,0.0,27.202248387,0.0
0,150730,02:22:00,0.0,27.202248387,0.0
0,150730,02:23:00,0.0,27.1707852396,0.0
0,150730,02:24:00,0.0,27.202248387,0.0
0,150730,02:25:00,0.0,27.2337118291,0.0
0,150730,02:26:00,0.0,27.139322387,0.0
0,150730,02:27:00,0.0,27.139322387,0.0
0,150730,02:28:00,0.0,27.1707852396,0.0
0,150730,02:29:00,0.0,27.139322387,0.0
0,150730,02:30:00,0.0,27.139322387,0.0
0,150730,02:31:00,0.0234375,27.1707852396,0.429028563161
0,150730,02:32:00,0.0,27.139322387,0.0
0,150730,02:33:00,0.0,27.107859829,0.0
0,150730,02:34:00,0.0,27.107859829,0.0
0,150730,02:35:00,0.0,27.139322387,0.0
0,150730,02:36:00,0.0,27.139322387,0.0
0,150730,02:37:00,0.0,27.107859829,0.0
0,150730,02:38:00,0.0,27.139322387,0.0
0,150730,02:39:00,0.0,27.139322387,0.0
0,150730,02:40:00,0.0,27.1707852396,0.0
0,150730,02:41:00,0.0,27.1707852396,0.0
0,150730,02:42:00,0.0,27.1707852396,0.0
0,150730,02:43:00,0.0,27.2966395974,0.0
0,150730,02:44:00,0.0,27.3281039237,0.0
0,150730,02:45:00,0.0,27.3910334604,0.0
0,150730,02:46:00,0.0,27.3910334604,0.0
0,150730,02:47:00,0.0,27.4539641761,0.0
0,150730,02:48:00,0.0,27.4854299761,0.0
0,150730,02:49:00,0.0,27.4854299761,0.0
0,150730,02:50:00,0.0,27.5483624605,0.0
0,150730,02:51:00,0.0,27.642763398,0.0
0,150730,02:52:00,0.0,27.7056988304,0.0
0,150730,02:53:00,0.0,27.7371669889,0.0
0,150730,02:54:00,0.0,27.7371669889,0.0
0,150730,02:55:00,0.0,27.7686354422,0.0
